Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
274930,2020-10-01 12:40:18,343746486082492,"fraud_Kilback, Nitzsche and Leffler",travel,2.49,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,188ec013723cfc7f1b760e9f3338194c,1380631218,45.054705,-86.797116,0
354539,2020-11-05 08:54:32,630441765090,fraud_Flatley Group,misc_pos,3.62,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,28c1c1e79d7d7e174e25c52d78dd040c,1383641672,32.786986,-99.191655,0
169989,2020-08-19 14:39:19,6011504998544485,fraud_Friesen Inc,shopping_pos,7.35,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,bf68ff2a2afe0980df3851c33e78b15d,1376923159,33.260946999999994,-85.818413,0
447682,2020-12-07 22:59:41,4586260469584,"fraud_Schiller, Blanda and Johnson",home,31.13,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,1d0ff8afacdb8b2ab1280a8b64b086bf,1386457181,39.628192,-96.060366,0
485593,2020-12-15 23:03:31,4302480582202074,"fraud_Cremin, Hamill and Reichel",misc_pos,80.2,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,47e2310de17f84313cbb2e2b676513af,1387148611,42.327912,-86.915749,0
193540,2020-08-28 11:43:46,4092452671396169678,"fraud_Reichert, Shanahan and Hayes",shopping_net,7.64,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,2b30a08741bf685c20137803ff9eecf9,1377690226,33.440008,-77.414393,0
42544,2020-07-06 03:49:42,4623560839669,fraud_Schmitt Inc,gas_transport,98.55,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,06b3cb3096febea2249b145202ec80b4,1373082582,41.800311,-95.24527,0
328680,2020-10-25 12:53:12,4981132848794,fraud_Hackett Group,travel,8.74,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,0d5db7130a50557aeeee13b9ee695018,1382705592,39.985864,-81.018125,0
536557,2020-12-27 23:11:55,4822367783500458,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1.63,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991-01-01,96c070e0a6eba8d4ea78f67618faf6e2,1388185915,27.471443,-82.09832800000001,0
79597,2020-07-19 09:02:49,3501509250702469,fraud_Koepp-Witting,grocery_pos,65.47,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,52b95c9114c3cfd939af445d9d2893ae,1374224569,26.213096,-81.947212,0
310145,2020-10-17 05:43:39,4358137750029944984,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,71.51,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,4e1c52b022d665a8ef72020302abab3d,1381988619,43.172054,-91.233767,0
174111,2020-08-21 13:12:10,4740713119940984,fraud_Jacobi Inc,health_fitness,42.14,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,c2ad09e31c906dbf01e4d51f0aebca10,1377090730,41.503807,-74.67408,0
303194,2020-10-13 14:38:32,213112402583773,"fraud_Turner, Ruecker and Parisian",misc_pos,11.25,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,e2a8c73e62a1743709a67a0bd68dfed1,1381675112,33.577277,-81.766037,0
96716,2020-07-25 06:46:08,4116554952971686,fraud_Cummerata-Jones,gas_transport,64.14,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1934-03-19,fe835b4a22ef893b92d5f8ca943d0c6b,1374734768,27.836236,-80.583347,0
125150,2020-08-03 21:13:48,4124536010991657,fraud_Wilkinson LLC,personal_care,4.57,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954-07-21,1a5c75678417b28cb9037c9d9bc68adf,1375564428,30.350235,-87.539301,0
271485,2020-09-29 16:07:20,3577596616955856,fraud_Kub PLC,personal_care,10.69,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",1929-04-22,706580dba00e4fa82a9cf3b2505f8807,1380470840,36.200679,-79.886439,0
404706,2020-11-27 19:12:22,6011109736646996,fraud_Kuphal-Toy,food_dining,78.45,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,0016cf8c3ea02c9734b66ffab059a4de,1385579542,34.992756,-77.697514,0
104335,2020-07-27 16:37:34,4586810168620942,fraud_Roob-Okuneva,health_fitness,11.01,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,e7ae05ee53db04200cba679b3df8f330,1374943054,32.796579,-81.000495,0
358902,2020-11-07 18:31:05,213178765398315,fraud_Herzog Ltd,misc_pos,3.53,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,33d3fb30c2730c958e7aef322095a9fd,1383849065,43.400284,-107.714835,0
451180,2020-12-08 14:33:49,4642255475285942,"fraud_Mosciski, Ziemann and Farrell",shopping_net,5.98,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,32c3ba2108a622bc411aaf05a81076c7,1386513229,39.855373,-110.396558,0
519612,2020-12-23 16:02:05,370877495212014,fraud_Windler LLC,kids_pets,19.87,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,7dca2d14e66f336eee075f1efb322a1e,1387814525,36.048246,-81.19289599999999,0
37598,2020-07-04 15:41:35,180018375329178,fraud_Fritsch LLC,travel,2.96,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,2b10823ed9797d5806ba50b3fb4c2850,1372952495,42.73341,-83.272637,0
184699,2020-08-24 22:30:47,4181833256558613886,fraud_Abshire PLC,entertainment,2.98,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,7140b9dd508e08d2541d8788757e08ad,1377383447,37.526564,-105.229979,0
432407,2020-12-05 00:35:31,4777065439639721,fraud_McCullough LLC,misc_pos,33.11,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,8428ce872ffa4b791be7064bcaf4522e,1386203731,40.426198,-75.296586,0
382184,2020-11-17 07:24:01,4826655832045236,"fraud_Tillman, Fritsch and Schmitt",misc_net,13.0,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,d0f9bf3a9bd9f81325efc2a22efad252,1384673041,41.747593,-70.50095400000001,0
255525,2020-09-22 16:03:20,3543591270174051,fraud_Turner and Sons,shopping_pos,6.34,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,3d12c2ab05af0a577db91a450dba148d,1379865800,41.046189,-78.279489,0
409427,2020-11-29 22:22:58,2305336922781618,fraud_Stark-Koss,home,10.62,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,58ba12506c6bf87091640620aec81def,1385763778,41.345022,-92.378878,0
124630,2020-08-03 18:49:20,36722699017270,fraud_Kling-Ernser,entertainment,38.48,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,6d80d95572092e6b559dc390d51172f4,1375555760,33.251164,-111.174278,0
300828,2020-10-12 19:09:52,3587960728692500,fraud_Frami Group,entertainment,70.78,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,cc97ee50150033e094e473dfef411296,1381604992,41.924738,-95.885356,0
316523,2020-10-19 17:23:07,4560004149983868183,fraud_Heathcote LLC,shopping_net,533.0,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,e6087647fe2e85c2abee9338540431fa,1382203387,39.374198,-104.428955,0
266619,2020-09-28 01:22:38,6554245334757802,fraud_McKenzie-Huels,food_dining,65.08,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,2badee3ea11fae340d13928a28609f44,1380331358,34.599227,-118.272925,0
472874,2020-12-13 21:55:06,377993105397617,fraud_O'Hara-Wilderman,food_dining,21.84,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,9b196c5b54b41c45d238b9094893c922,1386971706,45.735542,-87.579986,0
87128,2020-07-21 08:08:05,570273151375,fraud_Marks Inc,gas_transport,73.22,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,a7ccdc6e32b373baeb346b26b38160b6,1374394085,33.178634,-82.39014300000001,0
511957,2020-12-22 01:22:19,4089096483689733451,fraud_Funk Group,grocery_net,60.97,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,7af0b1e521072ae09e6a7e739796223f,1387675339,32.59935,-95.236548,0
232533,2020-09-13 08:59:44,4635330563105903,fraud_Gutmann-Upton,misc_pos,27.85,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,91fd8e1890d0014e084406f075887a77,1379062784,39.107514,-77.000483,0
247760,2020-09-19 23:13:15,6528911529051375,fraud_Heller PLC,health_fitness,53.72,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,acd3900b679b93828ab398a338ccd72d,1379632395,46.282875,-90.849963,0
266724,2020-09-28 02:27:56,213161869125933,"fraud_Connelly, Reichert and Fritsch",gas_transport,43.39,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,d1bba518fd09150349fd23828421d116,1380335276,44.890356,-71.49100899999999,0
84294,2020-07-20 15:39:47,371009169330125,"fraud_Zemlak, Tillman and Cremin",personal_care,1.98,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,8d08ee79af01f1ab293e7ca37f0ae168,1374334787,31.069048,-83.603181,0
235394,2020-09-14 08:38:42,3581130339108561,fraud_Keeling-Crist,misc_pos,1.26,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,ffe4fce3bb4039221bdd5f6fec0c8806,1379147922,41.085838,-81.682612,0
75227,2020-07-17 15:07:23,346273234529002,fraud_Kilback LLC,food_dining,31.35,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,873f103a2c07b9667626052a8bd52217,1374073643,36.914984,-80.442134,0
542011,2020-12-28 20:27:10,4426075337087318654,fraud_Schoen-Quigley,kids_pets,5.13,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,1e5043a73926d6107ca7872e601d660a,1388262430,39.808932,-95.124422,0
524000,2020-12-24 23:47:25,4181833256558613886,fraud_Hermann-Gaylord,misc_pos,3.47,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,b2c417d46fbd27728fad005b845d2e64,1387928845,36.602989,-104.581864,0
276278,2020-10-02 06:04:38,348379466427142,"fraud_Schaefer, Maggio and Daugherty",gas_transport,59.26,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,d67c5943ff76881a9c07c86aa5ef096e,1380693878,27.679687,-80.483222,0
292744,2020-10-09 13:40:27,3511378610369890,fraud_Kautzer and Sons,personal_care,17.3,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,3a4520ca182bd12897639c58fdd13d36,1381326027,34.023649,-85.83210600000001,0
369855,2020-11-11 19:35:20,4396682467723,"fraud_Lubowitz, Terry and Stracke",personal_care,4.2,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,1960-01-16,e5fc41465e5f80628d37f073d319549e,1384198520,37.129554,-115.527819,0
550668,2020-12-30 13:01:18,6593939509150446,fraud_Schiller Ltd,personal_care,42.76,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,b23f413ca58342ab6b07a7b2507ce58e,1388408478,34.551990999999994,-117.99252,0
100486,2020-07-26 15:56:44,630424987505,fraud_Goyette-Herzog,travel,5.63,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,e3301587660a2851e9fd51f136adbcf5,1374854204,38.715606,-79.666926,0
208356,2020-09-01 23:13:29,213175487106448,"fraud_Hermiston, Pacocha and Smith",health_fitness,39.8,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,b01300dc32e350853694ff9424ed5734,1378077209,32.648662,-99.776481,0
286118,2020-10-06 04:30:30,4003771737807706,fraud_Hamill-Daugherty,misc_net,6.68,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,ac5e76521a336b5fcf4e8d3a2a321385,1381033830,34.870258,-91.190297,0
136324,2020-08-08 06:28:21,4689147265057948423,fraud_Kihn Inc,shopping_pos,3.74,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,0691e0b4db4ee232bb10e1bb201c05f5,1375943301,39.977757,-95.224159,0
152387,2020-08-13 13:55:17,345060451158891,"fraud_Kutch, Steuber and Gerhold",food_dining,122.58,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,d5e4cba0c6d3cebde0e495199c7f8acc,1376402117,42.315863,-73.576481,0
91106,2020-07-22 16:37:10,180047222886866,fraud_Rau-Robel,kids_pets,56.49,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,1991-04-22,fad44b5d957037001d9bfaa01e2574fb,1374511030,39.614695000000005,-89.269694,0
67001,2020-07-14 06:50:24,213161293389774,"fraud_Langosh, Wintheiser and Hyatt",food_dining,88.41,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,e3d71fdbd76ae4b2769f6ad7dbee6669,1373784624,43.481068,-78.37840600000001,0
218204,2020-09-06 23:29:51,4736845434667908128,"fraud_O'Reilly, Mohr and Purdy",home,287.07,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,348c7ac77d49d95662456c81ba3d3ad3,1378510191,45.789279,-73.395916,0
158756,2020-08-16 07:41:44,2706977570537524,"fraud_Raynor, Feest and Miller",gas_transport,77.04,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,b7df7bf5f4090645e0c7fbb3f63cd3a9,1376638904,38.299028,-81.931609,0
460519,2020-12-10 23:31:02,345933964507467,fraud_Breitenberg-Hermiston,kids_pets,38.01,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,c78acab2e2117ddf842b2b6d9cf8f04d,1386718262,39.265389,-74.373367,0
307278,2020-10-15 17:23:24,213195754007681,fraud_Zulauf LLC,personal_care,29.09,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,73f78cd784b1611ced576e4073a564d8,1381857804,41.833922,-91.37492,0
160637,2020-08-16 20:32:26,213153151785052,fraud_Pfeffer and Sons,shopping_pos,6.89,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,e7291d72c97aa4a3d4cea96b144791f8,1376685146,45.157021,-89.622692,0
347569,2020-11-02 12:42:01,4716561796955522,fraud_Kertzmann LLC,health_fitness,110.94,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,0dcde49517783389733878fdfe111ef3,1383396121,49.251328,-112.511003,0
370951,2020-11-12 13:57:00,3517527805128735,fraud_Boyer PLC,shopping_net,8.64,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,14efcf1881a5a40d60fd6df689af4319,1384264620,41.202313,-87.224171,0
433912,2020-12-05 12:35:02,639023984367,fraud_Hammes-Beatty,kids_pets,3.06,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,e1b3fc8dbaa6e7cb324d7008c42274df,1386246902,44.351062,-75.377348,0
330103,2020-10-25 22:54:55,6011366578560244,fraud_Altenwerth-Kilback,home,107.27,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,08230f9bdd45409d0de706011a16958f,1382741695,39.844113,-76.72054200000001,0
380674,2020-11-16 19:45:04,4587657402165341815,fraud_Nader-Maggio,personal_care,1.52,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,f60ce69ff49309e25fbd5a8bfe68cedb,1384631104,42.021537,-87.991796,0
344440,2020-11-01 10:45:28,3551512895305309,"fraud_Schaefer, Maggio and Daugherty",gas_transport,59.66,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,9f282b6d3c38328b8f143143e129f5cc,1383302728,37.409128,-86.538147,0
417048,2020-12-01 04:21:47,630484879808,fraud_Kunze Inc,grocery_pos,90.22,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,4ffd400b99c5fb9ca39c126af439db68,1385871707,35.885795,-120.865784,0
443314,2020-12-07 08:37:31,4134456652433447,fraud_Kling Inc,gas_transport,57.99,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,6a90f847325f5fdc8f068ed26ef68310,1386405451,39.964084,-74.143416,0
440658,2020-12-06 20:56:10,374930071163758,"fraud_Gutmann, McLaughlin and Wiza",home,44.84,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,f7a5bc7fd8df2b763b7a603345748a64,1386363370,42.605103,-83.593048,0
223776,2020-09-08 18:28:31,4767265376804500,"fraud_Hahn, Bahringer and McLaughlin",personal_care,44.91,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,ec353e55317c07bffd18e0aebcd67eae,1378664911,41.209547,-75.323525,0
437432,2020-12-06 07:30:41,30150717898388,"fraud_Raynor, Reinger and Hagenes",gas_transport,54.97,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,d09433ef2ac1facad8f8127505a547ec,1386315041,33.742214000000004,-87.141847,0
103290,2020-07-27 11:00:38,503848303379,"fraud_Moen, Reinger and Murphy",grocery_pos,68.25,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,9faa52e35a89fd58f2847b0765462b59,1374922838,25.900271,-82.641515,0
151281,2020-08-12 22:58:40,3552581383553463,"fraud_Metz, Russel and Metz",kids_pets,97.29,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965-04-13,ca3eb50a38ab1e10da839f689697c93e,1376348320,34.230667,-83.60629,0
87943,2020-07-21 13:52:45,4239436242473,"fraud_Boehm, Block and Jakubowski",misc_pos,18.67,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",1991-10-04,2c620b06c251fd03ef044d85db242c17,1374414765,39.235635,-77.877781,0
528710,2020-12-26 08:11:23,3576431665303017,"fraud_Kohler, Lindgren and Koelpin",grocery_net,30.88,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,6351ae3a74833a0efbbaea6d6b94398a,1388045483,33.779889000000004,-111.907749,0
468634,2020-12-13 03:23:53,3577578023716568,fraud_Schmitt Inc,gas_transport,61.61,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,99f5255cfd0f87f2adf82a301ace4024,1386905033,40.978784000000005,-80.09014599999999,0
33097,2020-07-02 15:42:45,2222001896600109,fraud_Pollich LLC,home,4.91,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,a9bac46769d8e94d38b81a16a4ce10e8,1372779765,38.294717,-90.572148,0
410680,2020-11-30 05:05:23,4613314721966,"fraud_Moen, Reinger and Murphy",grocery_pos,109.36,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,1c71a6d4762abc834f6b3e6a4f662a46,1385787923,35.387142,-81.95258100000001,0
71598,2020-07-15 20:52:26,4383521454815,fraud_Flatley Group,misc_pos,10.15,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,7573bba0b22cb7d97a1f9679753db4f2,1373921546,40.069212,-86.20581800000001,0
360796,2020-11-08 14:40:52,4710826438164847414,"fraud_Hahn, Douglas and Schowalter",travel,1.88,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,e5cc0a3aa381a7c1c4311fa9520da985,1383921652,48.56995,-108.832246,0
395576,2020-11-23 14:10:39,4981132848794,fraud_Adams-Barrows,health_fitness,1.93,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,f0d69702f081cee43bc59491a7b7796a,1385215839,40.452993,-81.069445,0
